Pos,Num,name,Equipe,gender,Cat,Por Categoria,TOP 100,KM10,"KM21,1","KM 26,2",KM 30,"KM 34,2",time,Tempo Bruto,Vel.Média
738,13401,MARCELO SILVEIRA CHAVES,,Masculino,PRE-VETM,312,,0:53:24,1:50:02,2:17:07,2:35:46,2:55:55,3:37:53,3:52:21,"11,62"
739,10533,ALEXANDRE ANTONIOLLI DOS SANTOS,PAZIAN RUNNERS,Masculino,PRE-VETM,313,,0:48:15,1:43:07,2:09:37,2:29:26,2:51:13,3:37:53,3:40:23,"11,62"
740,12004,LUIZ RAPHAEL ROCHA,CRAZYDUCKS,Masculino,MASTM,257,,0:52:55,1:48:55,2:15:38,2:35:01,2:56:25,3:37:54,3:40:35,"11,62"
741,10845,JOSE ANTONIO TORRES JUNIOR,CIA DA CORRIDA,Masculino,PRE-VETM,314,,0:49:01,1:43:55,2:10:02,2:29:11,2:50:32,3:38:01,3:40:51,"11,61"
742,11406,CESAR RENATO ANUNCIACAO GONCALVES,RXASSESSORIAESPORTIVA,Masculino,MASTM,258,,0:50:10,1:46:12,2:12:47,2:32:31,2:53:46,3:38:02,3:40:37,"11,61"
743,11116,THADEU MELO SANTOS,#THADEUMELOTEAM,Masculino,PRE-VETM,315,,0:53:11,1:50:29,2:17:14,2:36:45,2:57:00,3:38:02,3:39:29,"11,61"
744,13233,JOSE ROBERTO VEIGA,SAFERUN,Masculino,VET2M,9,,0:51:39,1:48:11,2:15:07,2:34:35,2:55:43,3:38:04,3:51:02,"11,61"
745,11026,PRISCILA TALITA SILVA ARAUJO,MPR ASSESSORIA ESPORTIVA,Feminino,MASTF,13,TOP 100,0:50:51,1:46:54,2:13:42,2:33:02,2:54:05,3:38:06,3:40:06,"11,61"
746,11754,HIROSHI YOSHIOKA,LUDIAS,Masculino,MASTM,259,,0:50:54,1:46:17,2:13:04,2:33:06,2:54:49,3:38:08,3:43:28,"11,61"
747,10599,CARLOS AUGUSTO CANTERAS,,Masculino,MASTM,260,,0:46:43,1:40:59,2:06:19,2:25:06,2:47:13,3:38:16,3:39:32,"11,60"
748,14922,SANDRO NUNES FIRMINO,,Masculino,PRE-VETM,316,,0:49:30,1:44:07,2:09:56,2:28:50,2:52:35,3:38:16,3:59:59,"11,60"
749,13328,LUCAS SILVA RIBEIRO,,Masculino,MASTM,261,,0:50:52,1:50:25,2:17:36,2:37:32,2:58:05,3:38:18,3:49:45,"11,60"
750,12312,RODRIGO DE MOURA MIGUEL,,Masculino,PRE-VETM,317,,0:52:30,1:47:50,2:14:50,2:34:06,2:54:28,3:38:23,3:53:12,"11,59"
751,14720,MIGUEL LUCAS ROCCO MACHINSKI,,Masculino,ADULM,44,,0:48:37,1:43:23,2:10:28,2:30:38,2:52:51,3:38:25,4:00:25,"11,59"
752,14973,THIAGO DE OLIVEIRA RAMOS,,Masculino,PRE-VETM,318,,0:49:58,1:44:54,2:11:08,2:29:51,2:50:49,3:38:26,3:41:52,"11,59"
753,13425,MARCOS DIAS ESTEVES,TARTARUGASDOASFALTO,Masculino,PRE-VETM,319,,0:50:31,1:45:38,2:12:50,2:32:25,2:53:57,3:38:26,3:40:47,"11,59"
754,12568,ALVARO ROGERIO MESSIAS LUCAS,AVULSO,Masculino,VET1M,72,,0:50:15,1:44:40,2:10:50,2:30:01,2:51:37,3:38:32,3:50:56,"11,58"
755,13756,SILVIO IWASAWA,,Masculino,VET1M,73,,0:52:28,1:48:36,2:15:24,2:34:33,2:55:33,3:38:35,3:52:24,"11,58"
756,13107,GUSTAVO MARCONDES AIDE,,Masculino,PRE-VETM,320,,0:51:02,1:44:13,2:11:27,,2:53:58,3:38:37,3:53:24,"11,58"
757,11922,LEANDRO BARBOSA RIBEIRO,TEAMURBANOCRACCO,Masculino,PRE-VETM,321,,0:52:55,1:50:21,2:18:03,2:36:58,2:58:04,3:38:39,3:43:34,"11,58"
758,13853,WALLACE CAMARGO VIEIRA,,Masculino,MASTM,262,,0:50:43,1:46:58,2:13:40,2:32:54,2:53:56,3:38:40,3:42:00,"11,58"
759,11532,EDSON HORITA,CROSS TRAINER,Masculino,VET1M,74,,0:53:12,1:48:10,2:14:27,2:33:53,2:55:14,3:38:41,3:43:32,"11,58"
760,11212,ADRIANA MARIA CAMPOS,BIRA RUN,Feminino,PRE-VETF,13,TOP 100,0:52:17,1:48:10,2:15:20,2:34:50,2:56:05,3:38:41,3:43:17,"11,58"
761,11700,GERSON VECCHIO DOS SANTOS JUNIOR,AVULSO,Masculino,VET1M,75,,0:48:15,1:40:20,2:06:17,2:25:56,2:48:11,3:38:42,3:42:06,"11,58"
762,14609,LUIZ GUSTAVO PAMPU,,Masculino,MASTM,263,,0:50:48,1:48:53,2:14:34,2:33:03,2:53:46,3:38:46,4:03:15,"11,57"
763,11809,JHONATAS SIMOES DE OLIVEIRA,,Masculino,MASTM,264,,0:49:35,1:45:46,2:11:56,2:31:19,2:52:51,3:38:48,3:42:44,"11,57"
764,11076,ROBSON GONCALVES ROCHA,,Masculino,MASTM,265,,0:50:25,1:44:14,2:11:15,2:30:30,2:52:15,3:38:50,3:44:23,"11,57"
765,11593,ERONILSON CAMELO MACHADO,,Masculino,PRE-VETM,322,,0:50:18,1:44:59,2:11:13,2:30:24,2:52:44,3:38:52,3:51:01,"11,57"
766,12822,DIEGO VITORIANO DE SOUZA,AVULSO,Masculino,MASTM,266,,0:48:54,1:42:01,2:07:42,2:26:12,2:46:18,3:38:59,3:50:52,"11,56"
767,12131,MAXIMARIO ALMEIDA SOUZA,,Masculino,VET1M,76,,0:49:33,1:45:49,2:12:53,2:32:51,2:54:49,3:39:00,3:39:07,"11,56"
768,11017,PAULO SERGIO FALCADE,4CYCLE,Masculino,VET1M,77,,0:49:19,1:45:17,2:12:09,2:32:11,2:54:12,3:39:04,3:39:52,"11,56"
769,12117,MAURICIO CAMPOS ANDRADE,,Masculino,MASTM,267,,0:49:27,1:45:14,2:10:55,2:29:50,2:51:05,3:39:06,3:41:46,"11,56"
770,12503,ADAO JOSE DOS REIS,,Masculino,VET1M,78,,0:46:56,1:43:17,2:09:24,2:28:41,2:49:38,3:39:10,3:50:43,"11,55"
771,11946,LIVIA PAULA CRISPIM,ESPORTE LIVRE SAUDE,Feminino,MASTF,14,TOP 100,0:50:05,1:45:10,2:11:45,2:31:57,2:53:36,3:39:11,3:41:06,"11,55"
772,11410,CICERO EVANGELISTA,CICERO,Masculino,PRE-VETM,323,,0:48:38,1:43:18,2:10:35,2:31:27,2:52:48,3:39:13,3:40:57,"11,55"
773,11547,EDUARDO ORTOLAN,FISIOSPORTS,Masculino,VET1M,79,,0:45:48,1:37:47,2:04:08,2:23:52,2:47:00,3:39:14,3:41:42,"11,55"
774,11738,GUSTAVO PESSOA DINIZ,BHRACE,Masculino,PRE-VETM,324,,0:50:03,1:44:52,2:11:55,2:31:31,2:53:35,3:39:16,3:44:46,"11,55"
775,12173,OLIVER KILES,BEERCREWSP,Masculino,MASTM,268,,0:50:52,1:46:42,2:13:32,2:33:07,2:55:01,3:39:21,3:42:36,"11,54"
776,11953,LUCAS CUNHA,MF,Masculino,MASTM,269,,0:49:54,1:45:25,,2:31:18,2:52:52,3:39:26,3:44:00,"11,54"
777,11431,CLECIO RICARDO TEIXEIRA,,Masculino,PRE-VETM,325,,0:48:38,1:43:52,2:10:43,2:31:19,2:53:49,3:39:27,3:44:30,"11,54"
778,10517,AGEU RODRIGUES SANTANA DA SILVA,PE NO ASFALTO RUNNING,Masculino,PRE-VETM,326,,0:50:36,1:44:31,2:11:06,2:29:50,2:52:04,3:39:29,3:55:45,"11,54"
779,13828,VICTOR CARAVELAS SOUZA,,Masculino,MASTM,270,,0:50:56,1:47:06,2:13:17,2:32:29,2:55:18,3:39:33,3:51:05,"11,53"
780,11887,JULIANA GUERRA QUINTAO,,Feminino,MASTF,15,TOP 100,0:52:13,1:48:24,2:15:13,2:35:03,2:56:47,3:39:33,3:45:03,"11,53"
781,16038,BRUNO LENON RODRIGUES,LENON013,Masculino,MASTM,271,,0:51:11,1:48:25,2:16:08,2:35:26,2:56:24,3:39:34,3:42:42,"11,53"
782,10788,GUSTAVO JACINTO CALDAS,,Masculino,PRE-VETM,327,,0:46:03,1:40:08,2:06:43,2:26:59,2:49:36,3:39:35,3:40:07,"11,53"
783,10969,MATHEUS ALMEIDA,,Masculino,ADULM,45,,0:52:27,1:46:53,2:15:17,2:34:20,2:57:09,3:39:37,3:40:16,"11,53"
784,16022,WILLIANS JOSE DE SOUZA,,Masculino,PRE-VETM,328,,0:52:11,1:49:21,2:16:15,2:35:50,2:56:59,3:39:37,3:43:19,"11,53"
785,13789,THIAGO CARDOSO,CONNECTRUN,Masculino,MASTM,272,,0:51:38,1:47:23,2:13:21,2:32:45,2:54:11,3:39:41,4:03:05,"11,53"
786,16047,JOSE KOMARCHEUSKI,,Masculino,VET1M,80,,0:52:09,1:48:29,2:15:22,2:35:43,2:57:02,3:39:41,3:42:26,"11,52"
787,12913,ELISEU FERREIRA GOMES,,Masculino,PRE-VETM,329,,0:49:42,1:45:35,2:12:11,2:32:38,2:53:53,3:39:43,3:52:58,"11,52"
788,10791,GUSTAVO PAROLINI,CORREDORES DA ZONA NORTE - CZN,Masculino,ADULM,46,,0:49:30,1:44:47,2:10:53,2:30:18,2:53:43,3:39:46,3:40:54,"11,52"
789,10751,FILIPE CARRALCASAZ,CAROLINA FURRIELA,Masculino,VET1M,81,,0:51:22,1:47:33,2:14:22,2:34:00,2:57:00,3:39:48,3:41:20,"11,52"
790,10963,MARINS ADRIANO DIAS,SANTASTICOS RUNNERS,Masculino,PRE-VETM,330,,0:47:23,1:41:09,2:07:38,2:27:01,2:49:19,3:39:50,3:40:06,"11,52"
791,13545,PAULO EDUARDO COSTA MARQUES,,Masculino,MASTM,273,,0:49:12,1:45:07,2:11:54,2:31:32,2:53:30,3:39:50,3:53:51,"11,52"
792,10957,MARCOS VINICIUS RODRIGUES DE CARVALHO,,Masculino,MASTM,274,,0:51:22,1:49:05,2:15:59,2:36:00,2:57:01,3:39:51,3:40:57,"11,52"
793,14446,JHONATAS RUBENS DA SILVA,,Masculino,MASTM,275,,0:49:57,1:43:38,2:09:29,2:29:59,2:53:16,3:39:57,3:57:57,"11,51"
794,12671,BRUNO DI BENE,,Masculino,PRE-VETM,331,,0:52:25,1:48:17,2:14:57,2:34:33,2:56:04,3:40:00,4:03:20,"11,51"
795,13178,JOAO HENRIQUE RIBEIRO MORAES LIMA,ASSESSORIA PERALVA,Masculino,ADULM,47,,0:51:15,1:46:59,2:13:27,2:32:18,2:53:22,3:40:00,3:54:38,"11,51"
796,13108,GUSTAVO MENDES,,Masculino,MASTM,276,,0:55:07,1:52:57,2:18:56,2:37:37,2:57:50,3:40:11,3:56:25,"11,50"
797,12402,TALLENS CAPPELLE HIGINO,,Masculino,MASTM,277,,0:50:42,1:48:14,2:14:35,2:34:06,2:55:08,3:40:15,3:43:36,"11,50"
798,12222,PEDRO SERPA BONFIM,NENHUM DE NOS,Masculino,VET1M,82,,0:49:53,1:43:40,2:09:57,2:30:07,2:54:33,3:40:16,3:43:49,"11,49"
799,12126,MAURO TEIXEIRA,TEIXEIRASRUNNING,Masculino,VET2M,10,,0:50:36,1:46:27,2:12:59,2:31:42,2:53:03,3:40:17,3:41:54,"11,49"
800,11200,ENZO CONDURU MENDES,,Masculino,MASTM,278,,0:49:46,1:45:25,2:12:05,2:32:24,2:54:28,3:40:19,3:44:02,"11,49"
801,10810,JACKSON SILVA,NAVASTRI,Masculino,PRE-VETM,332,,0:49:52,1:45:54,2:17:49,2:37:02,2:58:02,3:40:22,3:41:29,"11,49"
802,12370,SANDRO OLIVEIRA,ADRENALINAASSESSORIA,Masculino,MASTM,279,,0:51:07,1:48:10,2:15:11,2:35:03,2:56:17,3:40:24,3:45:11,"11,49"
803,13686,RODRIGO FERNANDO ASSIS DOS SANTOS,AVULSO,Masculino,MASTM,280,,0:51:32,1:47:24,2:13:45,2:33:05,2:54:19,3:40:26,3:55:09,"11,49"
804,11469,DANUBIA GUIMARAES PARAIZO,BEER CREW SP,Feminino,MASTF,16,TOP 100,0:51:32,1:48:05,2:15:09,2:34:49,2:56:00,3:40:28,3:43:06,"11,48"
805,11246,ALEX SANDER DE OLIVEIRA JUSTINO,RUNFUNSANTOANDR,Masculino,PRE-VETM,333,,0:53:22,1:51:25,2:18:58,2:39:14,2:59:57,3:40:30,3:53:17,"11,48"
806,11179,GABRIEL BERNUCIO DE SIQUEIRA,0,Masculino,MASTM,281,,0:52:49,1:50:09,2:17:15,2:39:05,2:59:53,3:40:33,3:43:03,"11,48"
807,11224,AGNALDO PEREIRA DE JESUS,GIOVANNYMATEUS,Masculino,PRE-VETM,334,,0:48:57,1:42:59,2:09:10,2:28:10,2:49:46,3:40:37,3:42:22,"11,48"
808,10771,GILBERTO SANCHES,SANCHES,Masculino,VET1M,83,,0:44:28,1:32:49,2:08:18,,2:36:00,3:40:39,3:44:13,"11,47"
809,12731,CIRINEU JOSE BARREIROS JUNIOR,,Masculino,PRE-VETM,335,,0:44:28,1:32:49,2:08:18,,2:35:59,3:40:39,3:44:13,"11,47"
810,12269,RICARDO AKIHIRO SACUDA,,Masculino,PRE-VETM,336,,0:50:04,1:45:01,2:11:19,2:30:45,2:52:47,3:40:46,3:42:40,"11,47"
811,12469,VICENTE SILVA REIS,SAVAZONIRUNNINGTEAM,Masculino,PRE-VETM,337,,0:50:47,1:46:01,2:13:20,2:33:00,2:54:23,3:40:49,3:43:54,"11,47"
812,12153,MURILLO ORLANDI,,Masculino,MASTM,282,,0:48:57,1:42:37,2:08:38,2:27:28,2:49:06,3:40:49,3:43:05,"11,47"
813,11687,FRANCISCO SOUSA,,Masculino,PRE-VETM,338,,0:50:32,1:45:52,2:12:29,2:31:49,2:53:07,3:40:53,3:44:22,"11,46"
814,12338,ROGERIO ORLANDO DE OLIVEIRA,CLUBEDACORRIDA,Masculino,PRE-VETM,339,,0:53:13,1:50:35,2:18:02,2:37:52,2:59:14,3:40:56,3:45:35,"11,46"
815,13043,FREDERICO SANTOS DA SILVA,GITPUSHFORCE,Masculino,MASTM,283,,0:52:28,1:50:11,2:17:05,2:36:56,2:58:10,3:40:58,3:56:52,"11,46"
816,13143,ISMAEL VIANI JUNIOR,KM RUNNER,Masculino,MASTM,284,,0:49:45,1:46:03,2:13:45,2:34:11,2:56:33,3:41:00,3:43:57,"11,46"
817,12265,RENATO MARTINS RODRIGUES,,Masculino,MASTM,285,,0:51:38,1:48:34,2:15:24,2:34:58,2:55:55,3:41:01,3:46:22,"11,46"
818,11163,WELLERSON RIBEIRO,,Masculino,PRE-VETM,340,,0:52:26,1:50:31,2:17:57,2:37:48,2:59:26,3:41:03,3:41:32,"11,45"
819,11982,LUIS ARTHUR KANNO,IRON LIFE ASSESSORIA ESPORTIVA,Masculino,PRE-VETM,341,,0:50:52,1:45:47,2:12:19,2:31:53,2:53:46,3:41:06,3:45:19,"11,45"
820,12276,RICARDO GUSTAVO FERREIRA,LOBO ASSESSORIA ESPORTIVA,Masculino,PRE-VETM,342,,0:51:28,1:45:22,2:13:40,2:31:46,2:52:18,3:41:07,3:45:50,"11,45"
821,11056,RENATO PRADO,,Masculino,VET1M,84,,0:44:35,1:37:01,2:05:05,2:25:17,2:50:20,3:41:07,3:41:29,"11,45"
822,11094,ROGERIO ANDRETTO DOS SANTOS,,Masculino,MASTM,286,,0:47:40,1:41:30,2:10:04,2:30:37,2:53:42,3:41:10,3:41:50,"11,45"
823,124,GRACIELE DOS REIS,,Feminino,DVS,1,,0:50:32,1:44:22,2:10:26,2:30:30,2:53:10,3:41:17,3:41:27,"11,44"
824,11774,IVAN CARLOS ANDRE,,Masculino,PRE-VETM,343,,0:51:32,1:48:49,2:15:42,2:35:31,2:57:07,3:41:23,3:44:31,"11,44"
825,12361,ROSILENE SVERSUTTI FIGUEIRAS,,Feminino,PRE-VETF,14,TOP 100,0:49:45,1:46:03,2:13:53,2:34:10,2:56:34,3:41:25,3:44:22,"11,43"
826,10546,ANA CECILIA DE MATTOS CARITA,HF TREINAMENTO ESPORTIVO,Feminino,PRE-VETF,15,TOP 100,0:51:49,1:49:20,2:16:29,2:36:18,2:57:32,3:41:25,3:43:41,"11,43"
827,11786,JAILSON SANTOS,,Masculino,VET1M,85,,0:51:50,1:47:50,2:14:40,2:34:21,2:56:04,3:41:26,3:47:07,"11,43"
828,13879,YAN CARBONI CLEMENTE,,Masculino,ADULM,48,,0:53:18,1:48:26,2:14:59,2:34:52,2:56:16,3:41:27,3:54:52,"11,43"
829,12053,MARCIO NOZAKI,ZTRACK,Masculino,PRE-VETM,344,,0:51:15,1:48:18,2:15:36,2:35:35,2:56:35,3:41:30,3:56:26,"11,43"
830,12589,ANDERSON FERREIRA BENTO,,Masculino,MASTM,287,,0:53:00,1:50:07,2:17:32,2:37:21,2:58:33,3:41:31,3:54:23,"11,43"
831,11930,LEANDRO RIBEIRO DOS SANTOS,RUNNERS42K,Masculino,PRE-VETM,345,,0:50:49,1:46:17,2:13:37,2:33:28,2:56:01,3:41:32,3:44:34,"11,43"
832,11690,GABRIEL ALBERTO BOA SORTE DA CRUZ,ATITUDERUNNING,Masculino,ADULM,49,,0:47:19,1:37:49,2:02:25,2:21:17,2:46:08,3:41:33,3:46:30,"11,43"
833,15027,VIVIANE PIMENTEL DE OLIVEIRA DOS SANTOS,,Feminino,MASTF,17,TOP 100,0:51:02,1:47:18,2:14:16,2:34:19,2:56:09,3:41:34,4:06:04,"11,43"
834,13044,FREDERYK BORGES DE FREITAS,,Masculino,PRE-VETM,346,,0:52:00,1:48:27,2:15:05,2:34:46,2:56:19,3:41:34,3:54:02,"11,43"
835,11348,BRUNO BEZERRO CONSTANTINI,ATITUDERUNNING,Masculino,MASTM,288,,0:47:20,1:37:51,2:02:27,2:21:19,2:46:10,3:41:35,3:46:30,"11,43"
836,15273,ERICA CRISTINA MARIANO,WCFPERFORMANCE,Feminino,PRE-VETF,16,TOP 100,0:51:02,1:47:19,2:14:16,2:34:18,2:56:09,3:41:35,4:06:04,"11,43"
837,12202,PAULO PALIARINI,ADRIANO BASTOS,Masculino,MASTM,289,,,1:47:31,2:13:05,2:32:24,2:54:39,3:41:37,3:41:37,"11,42"
838,10806,IVAN KOLESNIK MOZOR,,Masculino,MASTM,290,,0:45:47,1:37:30,2:02:32,2:22:37,2:47:15,3:41:37,3:42:31,"11,42"
839,11328,APARECIDO DONISETE FRANCISCO,PERSONEW,Masculino,VET1M,86,,0:47:28,1:44:14,2:09:32,2:29:06,2:54:35,3:41:40,3:43:24,"11,42"
840,10863,JULIANO GODOI,,Masculino,PRE-VETM,347,,0:50:39,1:48:23,2:16:01,2:35:47,2:57:37,3:41:43,3:42:24,"11,42"
841,11430,CLEBER JOSE CAMPOS,,Masculino,PRE-VETM,348,,0:53:25,1:51:31,2:18:49,2:39:13,3:00:43,3:41:46,3:46:00,"11,42"
842,12987,FELIPE DE LIMA JESUS,,Masculino,PRE-VETM,349,,0:49:29,1:45:00,2:11:24,2:31:22,2:53:32,3:41:48,3:55:12,"11,42"
843,10759,FRANCISCO JOSE FREITAS DA SILVA,,Masculino,PRE-VETM,350,,0:51:18,1:45:45,2:12:27,2:32:36,2:53:47,3:41:49,3:42:27,"11,41"
844,10906,LUCAS RODRIGUES FERREIRA,LUKETA,Masculino,PRE-VETM,351,,0:51:19,1:45:46,2:12:30,2:32:39,2:53:53,3:41:52,3:42:28,"11,41"
845,13370,LUIZ RICARDO SATIRO RODRIGUES,BROTHERS RUN,Masculino,MASTM,291,,0:51:51,1:49:23,2:16:53,2:36:40,2:58:10,3:41:54,3:54:40,"11,41"
846,16019,WILLIAM KOITI KAWANO,NENHUM,Masculino,MASTM,292,,0:50:03,1:45:57,2:13:53,2:34:05,2:57:06,3:41:55,3:48:00,"11,41"
847,10556,ANDRE MARAFON,T3,Masculino,MASTM,293,,0:51:37,1:49:56,2:16:15,2:36:48,2:59:10,3:41:57,3:42:08,"11,41"
848,12229,RAFAEL AMARAL ARRELARO,,Masculino,PRE-VETM,352,,0:51:59,1:49:03,2:17:10,2:37:02,2:58:53,3:41:57,3:46:20,"11,41"
849,11510,DOUGLAS MIRANDA LIMA,AVULSO,Masculino,PRE-VETM,353,,0:50:15,1:45:30,2:11:52,2:31:19,2:53:16,3:41:59,3:43:55,"11,40"
850,10793,HELBERT JOSE DE GOES,H.GOES,Masculino,VET1M,87,,0:50:04,1:47:05,2:14:17,2:34:31,2:56:36,3:42:04,3:42:23,"11,40"
851,13951,ALEXSANDRO DE ALMEIDA,,Masculino,PRE-VETM,354,,0:51:44,1:47:17,2:13:41,2:33:02,2:54:32,3:42:05,3:56:52,"11,40"
852,11564,ELDER MARCO DE ALCANTARA,ELDER,Masculino,MASTM,294,,0:50:53,1:48:25,2:16:05,2:36:22,,3:42:12,3:43:39,"11,39"
853,12625,ANDREZA SUZI SOUZA FELIX,,Feminino,PRE-VETF,17,TOP 100,0:52:05,1:49:04,2:15:49,2:35:33,2:56:51,3:42:15,3:55:05,"11,39"
854,13841,VITOR MATEUS DE ANDRADE DREGEDIO,FENIX TOP TEAM,Masculino,MASTM,295,,0:49:20,1:43:52,2:13:25,2:33:32,2:57:10,3:42:17,3:55:05,"11,39"
855,13038,FRANCISCO ROGERIO ROSSI,,Masculino,VET2M,11,,0:53:36,1:51:54,2:19:31,2:39:14,3:00:31,3:42:20,3:46:37,"11,39"
856,16027,WILSON SOARES DOS SANTOS,,Masculino,PRE-VETM,355,,0:52:08,1:49:33,2:15:53,2:35:41,2:57:32,3:42:21,3:56:01,"11,39"
857,13714,ROSANNE RODRIGUES SANTOS MACIEL GONCALVES,,Feminino,ADULF,5,TOP 100,0:52:42,1:50:33,2:17:57,2:37:47,2:58:59,3:42:21,3:54:48,"11,39"
858,10866,JULIO CESAR DA SILVA,,Masculino,ADULM,50,,0:40:51,1:25:39,1:47:39,2:04:14,2:24:10,3:42:23,3:43:24,"11,38"
859,11259,ALEXSANDRO SORDI LIBARDONI,,Masculino,MASTM,296,,0:53:37,1:50:47,2:18:21,2:38:26,2:59:44,3:42:25,3:46:58,"11,38"
860,13246,JULIA DIP,CORRERIA,Feminino,MASTF,18,TOP 100,0:50:22,1:47:12,2:14:24,2:34:14,2:56:17,3:42:27,3:58:25,"11,38"
861,13692,RODRIGO PIRES MENDES,TATY E SARAH,Masculino,MASTM,297,,0:54:11,1:52:05,2:19:25,2:38:52,2:59:40,3:42:28,3:54:47,"11,38"
862,13890,LOURIVAL GOMES FILHO,0,Masculino,MASTM,298,,0:51:21,1:48:17,2:15:03,2:35:04,2:56:48,3:42:28,3:54:44,"11,38"
863,12107,MARIVALDO MALTA JUNIOR,,Masculino,PRE-VETM,356,,0:51:15,1:48:34,2:17:01,2:37:24,2:59:08,3:42:30,3:43:38,"11,38"
864,11218,ADRIANO GUSMAO COMAR,,Masculino,PRE-VETM,357,,0:53:16,1:51:13,2:18:40,2:38:30,2:59:55,3:42:33,3:45:57,"11,38"
865,13241,JOSIEL VIEIRA DE ARAUJO,,Masculino,PRE-VETM,358,,0:52:50,1:49:21,2:16:05,2:35:52,2:57:55,3:42:33,3:54:37,"11,38"
866,11583,EMMANUEL BATISTA VIEIRA FRANCO,LVAROLIMAMONSTROSDASCORRIDAS,Masculino,PRE-VETM,359,,0:50:30,1:45:48,2:12:32,2:31:45,2:53:22,3:42:34,3:46:59,"11,38"
867,12212,PEDRO CAMPOS,,Masculino,ADULM,51,,0:53:18,1:51:14,2:18:41,2:38:32,2:59:58,3:42:34,3:45:58,"11,38"
868,12296,ROBERTO GONCALVES DE SOUSA,FIT4LIFE,Masculino,PRE-VETM,360,,0:50:15,1:47:29,2:14:29,2:33:54,2:55:34,3:42:35,3:46:08,"11,38"
869,14960,TANIA DE CASTRO ALVES,,Feminino,PRE-VETF,18,TOP 100,0:53:57,1:51:16,2:18:02,2:37:26,2:59:03,3:42:37,4:05:02,"11,37"
870,10920,LUIS GUSTAVO .,AMIZADE RUN,Masculino,PRE-VETM,361,,0:50:00,1:45:21,2:12:12,2:31:48,2:55:01,3:42:43,3:42:51,"11,37"
871,14566,LUCAS NITZKE CUNHA,,Masculino,MASTM,299,,0:51:40,1:47:00,2:13:49,2:33:53,2:56:13,3:42:43,3:57:20,"11,37"
872,10581,BENICIO DE MELO BARROS BARROS,IRON LIFE,Masculino,PRE-VETM,362,,0:49:54,1:43:20,2:09:33,2:29:27,2:52:31,3:42:45,3:43:10,"11,37"
873,11336,ATHOS FELIPE DE LIMA,LRUN,Masculino,PRE-VETM,363,,0:48:46,1:43:14,2:09:17,2:28:28,2:51:24,3:42:46,3:54:37,"11,37"
874,11964,LUCIANA CARACA MACHADO,LOBO ACESSORIA,Feminino,MASTF,19,TOP 100,0:51:49,1:48:28,2:15:50,2:35:49,2:57:34,3:42:46,3:45:52,"11,36"
875,10587,BRUNO CESAR POSSANI CERAVOLO,,Masculino,PRE-VETM,364,,0:42:33,1:30:47,1:54:39,2:13:06,2:37:47,3:42:48,3:43:19,"11,36"
876,10609,CESAR CALDERARO FERREIRA DOS SANTOS,INDIVIDUAL,Masculino,PRE-VETM,365,,0:51:06,1:48:43,2:16:19,2:36:15,2:57:30,3:42:49,3:44:06,"11,36"
877,13057,GABRIEL PARDINHO MOREIRA E SILVA,CROSS LIFE CALIFORNIA,Masculino,MASTM,300,,0:55:24,1:51:34,2:18:55,2:38:52,3:00:08,3:42:52,3:45:57,"11,36"
878,13577,RAFAEL FALCOMER CORREA,,Masculino,MASTM,301,,0:53:11,1:51:31,2:19:04,2:38:44,3:00:04,3:42:53,3:54:22,"11,36"
879,10904,LUCAS PORTO,MPR,Masculino,PRE-VETM,366,,0:52:27,1:49:49,2:17:20,2:36:49,2:58:07,3:42:54,3:45:40,"11,36"
880,10779,GUILHERME DOMINGUES,,Masculino,PRE-VETM,367,,0:50:51,1:48:31,2:16:16,2:36:24,2:58:22,3:42:58,3:44:09,"11,35"
881,15722,MARILIA ZUZA DE LUNA,ESPORTELIVRESAUDE,Feminino,MASTF,20,TOP 100,0:49:57,1:44:45,2:11:46,2:32:12,2:54:57,3:43:00,3:44:54,"11,35"
882,12086,MARCUS VINICIUS BORGES MACIEL,DANILO FARIA,Masculino,MASTM,302,,0:51:14,1:47:57,2:14:53,2:34:35,2:56:10,3:43:00,3:48:07,"11,35"
883,11739,GUSTAVO SALVADOR CAMPOS,KALAU,Masculino,MASTM,303,,0:51:07,1:46:26,2:12:53,2:32:28,2:54:33,3:43:01,3:45:43,"11,35"
884,12890,EDWARD TEOFILO DA SILVA,SEM EQUIPE,Masculino,VET1M,88,,0:51:22,1:48:34,2:15:56,2:36:04,2:57:58,3:43:01,3:54:45,"11,35"
885,11879,JOSIVAN GOMES DE LIMA,,Masculino,VET1M,89,,0:53:05,1:51:30,2:18:31,2:38:14,2:59:17,3:43:04,3:48:48,"11,35"
886,10909,LUCAS ZAMBUSI NAUFEL,EDU ULTRA TEAM,Masculino,MASTM,304,,0:49:03,1:43:38,2:09:50,2:30:06,2:52:37,3:43:04,3:43:51,"11,35"
887,10678,EDUARDO ALAGUERA,,Masculino,MASTM,305,,0:50:02,1:45:37,2:11:41,2:31:13,2:54:56,3:43:05,3:45:57,"11,35"
888,13165,JEFFERSON BRANDANI,LOJASEDMIL63,Masculino,MASTM,306,,0:51:20,1:46:26,2:12:09,2:31:50,2:54:14,3:43:06,4:05:28,"11,35"
889,12432,TIAGO DE SOUZA SILVA,ADIDASRUNNER,Masculino,MASTM,307,,0:50:02,1:44:44,2:12:12,2:32:24,2:55:12,3:43:06,3:46:07,"11,35"
